name,playtime,Game_ids,Steam_id
Steam Dev Days: Steam Machines in 2014 - Opening up the Living Room,0,534611,76561198057012202
Steam Dev Days: The Steam Controller,0,534612,76561198057012202
Steam Dev Days: In-Game Economies in Team Fortress 2 and Dota 2,0,534613,76561198057012202
Steam Dev Days: Embracing User Generated Content,0,534614,76561198057012202
Steam Dev Days: Getting Started with Linux Game Development,0,534615,76561198057012202
Steam Dev Days: Marketing Your Game,0,534616,76561198057012202
Steam Dev Days: Music in Valve Games and Media,0,534617,76561198057012202
Steam Dev Days: Moving Your Games to OpenGL,0,534618,76561198057012202
Steam Dev Days: Community and Communication in Games-As-Services,0,534619,76561198057012202
Steam Dev Days: United We Win,0,534620,76561198057012202
Steam Dev Days: Getting Started Debugging on Linux,0,534621,76561198057012202
Steam Dev Days: Optimizing Linux games for AMD Graphics using GPU PerfStudio2,0,534622,76561198057012202
Steam Dev Days: Data to Drive Decision-Making,0,534623,76561198057012202
Steam Dev Days: Is Early Access Right for You?,0,534624,76561198057012202
Steam Dev Days: Performance Tuning Applications for Intel GEN Graphics for Linux,0,534625,76561198057012202
Steam Dev Days: Steam Business Update,0,534626,76561198057012202
Steam Dev Days: Portal 2 and Team Fortress 2 Alternate Reality Games Q&A,0,534627,76561198057012202
Steam Dev Days: The Evolution of Gaming Hardware,0,534628,76561198057012202
Steam Dev Days: Steamworks Features - A Technical Overview,0,534629,76561198057012202
Steam Dev Days: Beyond Porting,0,534630,76561198057012202
Steam Dev Days: 100% Steam (Dovetail Games),0,534631,76561198057012202
Steam Dev Days: Game Development with SDL 2.0,0,534632,76561198057012202
"Steam Dev Days: What VR Could, Should, and Almost Certainly Will Be in 2 Years",0,534633,76561198057012202
Steam Dev Days: Porting Games to Virtual Reality,0,534634,76561198057012202
Steam Dev Days: Wild West of VR,0,534635,76561198057012202
Steam Dev Days: Virtual Reality and Steam,0,534636,76561198057012202
Steam Dev Days: Welcome,0,550760,76561198057012202
Steam Dev Days: Steam Business Update,0,550761,76561198057012202
Steam Dev Days: Philosophy of VR,0,550762,76561198057012202
Steam Dev Days: The Future of VR and Games,0,550763,76561198057012202
Steam Dev Days: Steam 101 - Getting Started with Marketing Features and Tools,0,550764,76561198057012202
Steam Dev Days: Steam Controller,0,550765,76561198057012202
Steam Dev Days: Steam 201 - Sound Advice from Successful Developers,0,550766,76561198057012202
Steam Dev Days: Steam Inventory Service,0,550767,76561198057012202
Steam Dev Days: SteamVR Hardware,0,550768,76561198057012202
Steam Dev Days: Building Unity Games for SteamOS/Linux,0,550769,76561198057012202
Steam Dev Days: UGC and Workshop in ARK: Survival Evolved,0,550770,76561198057012202
Steam Dev Days: Video Content on Steam,0,550771,76561198057012202
Steam Dev Days: Game Server Hosting,0,550772,76561198057012202
Steam Dev Days: Games as a Service,0,550773,76561198057012202
Steam Dev Days: Unity Development for VR,0,550774,76561198057012202
Steam Dev Days: Developing The Lab,0,550775,76561198057012202
Steam Dev Days: The Psychology of Games,0,550776,76561198057012202
Steam Dev Days: Vulkan Graphics Panel,0,550777,76561198057012202
Steam Dev Days: Early Access,0,550778,76561198057012202
Steam Dev Days: Anti-Cheat for Multiplayer Games,0,550779,76561198057012202
Steam Dev Days: Delivering Great VR With Simple Graphics,0,550780,76561198057012202
Steam Dev Days: Healthy Publisher Relationships,0,550781,76561198057012202
Steam Dev Days: The Art of Communication: Decoding the Creative Relationship,0,550782,76561198057012202
Steam Dev Days: UE4 Development + Shipping an UE4 VR Game,0,550783,76561198057012202
Steam Dev Days: VR Developer Panel,0,550784,76561198057012202
JumpBall,0,537360,76561198057012202
Sleeping Valley,0,538590,76561198057012202
Slingshot people,0,542340,76561198057012202
Dead Rising 4,0,543460,76561198057012202
Minion Masters,0,489520,76561198057012202
Xenus 2. White gold.,0,546230,76561198057012202
Cavern Escape,0,546400,76561198057012202
TAIKU MANSION,0,529760,76561198057012202
Anomalies,0,546780,76561198057012202
Precursors,0,547930,76561198057012202
The Elder Scrolls V: Skyrim Special Edition,1490,489830,76561198057012202
Layers of Fear - Soundtrack,0,550210,76561198057012202
CRACKHEAD,0,554530,76561198057012202
Mysterium,0,556180,76561198057012202
Vampire: The Masquerade - Redemption,0,559680,76561198057012202
Streamline,0,252850,76561198057012202
Shot Shot Tactic,0,562270,76561198057012202
Tales of Berseria,0,429660,76561198057012202
Slash It,0,567290,76561198057012202
Fallen,0,570890,76561198057012202
Death penalty: Beginning ,0,570380,76561198057012202
Let's Draw,0,575490,76561198057012202
PARKAN: THE IMPERIAL CHRONICLES,3,575690,76561198057012202
Fruit Arranger,0,575700,76561198057012202
Pain Train,0,576560,76561198057012202
A Dump in the Dark,48,577080,76561198057012202
BARRIER X,0,463150,76561198057012202
Numberline,0,581640,76561198057012202
Endless Space,0,208140,76561198057012202
Everything,207,582270,76561198057012202
Estranged: Act II,0,582890,76561198057012202
VITATIO 2,0,586380,76561198057012202
The Evil Within 2,0,601430,76561198057012202
Jack's Gang,0,607270,76561198057012202
The Surge,0,378540,76561198057012202
Guns of Icarus Online,0,209080,76561198057012202
Guns of Icarus Alliance,0,608800,76561198057012202
Trolley Gold,0,498320,76561198057012202
Fallout 4 VR,0,611660,76561198057012202
Chivalry: Medieval Warfare,0,219640,76561198057012202
Dishonored®: Death of the Outsider™ ,0,614570,76561198057012202
GET EVEN,448,299950,76561198057012202
Starpoint Gemini 2,0,236150,76561198057012202
Half-Life - The Freeman Chronicles: Episode 1,0,646170,76561198057012202
Half-Life - The Freeman Chronicles: Episode 2 Part 1,0,646171,76561198057012202
Half-Life - The Freeman Chronicles: BTS,0,678350,76561198057012202
Outland,0,305050,76561198057012202
Prisoner,0,653210,76561198057012202
Merri Puzzle,0,655930,76561198057012202
PLANETS OF WAR,0,656140,76561198057012202
Grav Blazer,0,657590,76561198057012202
Gelu,0,664610,76561198057012202
Mob Rule Classic,0,600420,76561198057012202
Skyraine,0,679430,76561198057012202
Jotun: Valhalla Edition,0,323580,76561198057012202
The Moon Night,0,680120,76561198057012202
Bloodlines of Prima,0,686090,76561198057012202
Hellblade: Senua's Sacrifice,475,414340,76561198057012202
Hellblade: Senua's Sacrifice VR Edition,0,747350,76561198057012202
Trials of the Illuminati: Cityscape Animated Jigsaws,0,695590,76561198057012202
Life is Strange: Before the Storm,639,554620,76561198057012202
Crankies Workshop: Bozzbot Assembly,0,705400,76561198057012202
Mirage: Arcane Warfare,0,368420,76561198057012202
Divinity: Original Sin 2,0,435150,76561198057012202
The Monk and the Warrior. The Heart of the King.,0,732060,76561198057012202
Lost in the tomb,0,732070,76561198057012202
11-11 Memories Retold,0,735580,76561198057012202
Rocket Blasters,0,755490,76561198057012202
The Archotek Project,0,608990,76561198057012202
Company of Heroes 2,0,231430,76561198057012202
Mutant Year Zero: Road to Eden,0,760060,76561198057012202
Kingdom Come: Deliverance,0,379430,76561198057012202
The MagiCats Best Of,0,774711,76561198057012202
AX:EL,0,319830,76561198057012202
Dead Ground,0,778410,76561198057012202
Poultry Panic,0,779190,76561198057012202
Fur Fun,0,589370,76561198057012202
METAL GEAR SURVIVE BETA,0,797470,76561198057012202
Alpha Protocol,0,34010,76561198057012202
Cortex Command,0,209670,76561198057012202
Star Shield Down,0,805680,76561198057012202
Deus Ex: Mankind Divided™,0,337000,76561198057012202
Totally Accurate Battlegrounds,0,823130,76561198057012202
Turbo Pug DX,0,513780,76561198057012202
Crusader Kings II,0,203770,76561198057012202
God Vs Zombies,0,843500,76561198057012202
The Awesome Adventures of Captain Spirit,0,845070,76561198057012202
Darwin Project,0,544920,76561198057012202
HITMAN™ 2,0,863550,76561198057012202
Stories: The Path of Destinies,0,439190,76561198057012202
Prismata,0,490220,76561198057012202
Unreal Gold,0,13250,76561198057012202
Quake Champions,0,611500,76561198057012202
Prey,0,480490,76561198057012202
Prey: Typhon Hunter,0,741820,76561198057012202
Fortified,0,334210,76561198057012202
LawBreakers,0,350280,76561198057012202
Cuisine Royale,0,884660,76561198057012202
Shenmue I & II,0,758330,76561198057012202
Yakuza 0,36,638970,76561198057012202
Odysseus Kosmos and his Robot Quest - Episode 1,0,769920,76561198057012202
BROKE PROTOCOL: Online City RPG,0,696370,76561198057012202
For Honor,0,304390,76561198057012202
For Honor - Public Test,0,654310,76561198057012202
The Culling,0,437220,76561198057012202
NaissanceE,186,265690,76561198057012202
OVERKILL's The Walking Dead - BETA,467,952440,76561198057012202
Hyperdrive Massacre,0,402390,76561198057012202
Evolvation,0,510840,76561198057012202
Murderous Pursuits,0,638070,76561198057012202
Die Young: Prologue,0,973000,76561198057012202
Just Cause 3,313,225540,76561198057012202
Geneshift: Battle Royale Turbo,0,308600,76561198057012202
Braveland,0,285800,76561198057012202
GameGuru,0,266310,76561198057012202
Divide by Sheep,0,252130,76561198057012202
Fearless Fantasy,0,282100,76561198057012202
Guacamelee! Super Turbo Championship Edition,0,275390,76561198057012202
AppGameKit Classic,0,325180,76561198057012202
Kao the Kangaroo: Round 2,0,1048540,76561198057012202
Polygoneer,0,684680,76561198057012202
Destiny 2,0,1085660,76561198057012202
Kabounce,0,431930,76561198057012202
DRONE The Game,0,987020,76561198057012202
The Minotaur,0,412540,76561198057012202
Wormhole City,0,434300,76561198057012202
Princess Remedy In A Heap of Trouble,0,522040,76561198057012202
Dracula 2: The Last Sanctuary,0,289820,76561198057012202
Dracula 3: The Path of the Dragon,0,289840,76561198057012202
Dracula 4 and  5 - Special Steam Edition,0,279560,76561198057012202
DashBored,0,490860,76561198057012202
Codename Gordon,15,92,76561198057012202
Team Fortress 2,2775,440,76561198057012202
Dota 2,103,570,76561198057012202
Alien Swarm,23,630,76561198057012202
Sam & Max 104: Abe Lincoln Must Die!,165,8230,76561198057012202
Synergy,10,17520,76561198057012202
PC Gamer,24,92500,76561198057012202
Just Cause 2: Multiplayer Mod,126,259080,76561198057012202
